Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Total,Washington,53,2013,2013,,,51264,6971406,735.3,679.3,0.10%
,Washington,53,2014,2014,Drug-induced causes,D,1058,7061530,15,14.4,0.00%
,Washington,53,2014,2014,Alcohol-induced causes,A,1039,7061530,14.7,12.9,0.00%
,Washington,53,2014,2014,All other non-drug and non-alcohol causes,O,50002,7061530,708.1,645.6,0.10%
Total,Washington,53,2014,2014,,,52099,7061530,737.8,672.9,0.10%
,Washington,53,2015,2015,Drug-induced causes,D,1189,7170351,16.6,16,0.00%
,Washington,53,2015,2015,Alcohol-induced causes,A,1100,7170351,15.3,13.4,0.00%
,Washington,53,2015,2015,All other non-drug and non-alcohol causes,O,52306,7170351,729.5,658.1,0.10%
Total,Washington,53,2015,2015,,,54595,7170351,761.4,687.4,0.10%
,Washington,53,2016,2016,Drug-induced causes,D,1212,7288000,16.6,15.9,0.00%
,Washington,53,2016,2016,Alcohol-induced causes,A,1018,7288000,14,12.2,0.00%
,Washington,53,2016,2016,All other non-drug and non-alcohol causes,O,52539,7288000,720.9,643.9,0.10%
Total,Washington,53,2016,2016,,,54769,7288000,751.5,672,0.10%
,Washington,53,2017,2017,Drug-induced causes,D,1309,7405743,17.7,16.8,0.00%
,Washington,53,2017,2017,Alcohol-induced causes,A,1152,7405743,15.6,13.4,0.00%
,Washington,53,2017,2017,All other non-drug and non-alcohol causes,O,54534,7405743,736.4,658.4,0.10%
Total,Washington,53,2017,2017,,,56995,7405743,769.6,688.6,0.10%
Total,Washington,53,,,,,922683,124725438,739.8,724.3,1.90%
,West Virginia,54,1999,1999,Drug-induced causes,D,80,1811799,4.4,4.4,0.00%
,West Virginia,54,1999,1999,Alcohol-induced causes,A,117,1811799,6.5,6,0.00%
,West Virginia,54,1999,1999,All other non-drug and non-alcohol causes,O,20852,1811799,1150.9,1001.9,0.00%
Total,West Virginia,54,1999,1999,,,21049,1811799,1161.8,1012.3,0.00%
,West Virginia,54,2000,2000,Drug-induced causes,D,122,1808344,6.7,6.7,0.00%
,West Virginia,54,2000,2000,Alcohol-induced causes,A,146,1808344,8.1,7.3,0.00%
,West Virginia,54,2000,2000,All other non-drug and non-alcohol causes,O,20846,1808344,1152.8,997.1,0.00%
Total,West Virginia,54,2000,2000,,,21114,1808344,1167.6,1011.1,0.00%
,West Virginia,54,2001,2001,Drug-induced causes,D,217,1801481,12,12.1,0.00%
,West Virginia,54,2001,2001,Alcohol-induced causes,A,132,1801481,7.3,6.7,0.00%
,West Virginia,54,2001,2001,All other non-drug and non-alcohol causes,O,20618,1801481,1144.5,982.2,0.00%
Total,West Virginia,54,2001,2001,,,20967,1801481,1163.9,1000.9,0.00%
,West Virginia,54,2002,2002,Drug-induced causes,D,237,1805414,13.1,13.3,0.00%
,West Virginia,54,2002,2002,Alcohol-induced causes,A,128,1805414,7.1,6.5,0.00%
,West Virginia,54,2002,2002,All other non-drug and non-alcohol causes,O,20651,1805414,1143.8,979.2,0.00%
Total,West Virginia,54,2002,2002,,,21016,1805414,1164.1,999,0.00%
,West Virginia,54,2003,2003,Drug-induced causes,D,279,1812295,15.4,16,0.00%
,West Virginia,54,2003,2003,Alcohol-induced causes,A,155,1812295,8.6,7.5,0.00%
,West Virginia,54,2003,2003,All other non-drug and non-alcohol causes,O,20872,1812295,1151.7,979.6,0.00%
Total,West Virginia,54,2003,2003,,,21306,1812295,1175.6,1003.1,0.00%
,West Virginia,54,2004,2004,Drug-induced causes,D,347,1816438,19.1,19.5,0.00%
,West Virginia,54,2004,2004,Alcohol-induced causes,A,134,1816438,7.4,6.4,0.00%
,West Virginia,54,2004,2004,All other non-drug and non-alcohol causes,O,20312,1816438,1118.2,947.1,0.00%
Total,West Virginia,54,2004,2004,,,20793,1816438,1144.7,973,0.00%
,West Virginia,54,2005,2005,Drug-induced causes,D,197,1820492,10.8,11.1,0.00%
,West Virginia,54,2005,2005,Alcohol-induced causes,A,112,1820492,6.2,5.3,0.00%
,West Virginia,54,2005,2005,All other non-drug and non-alcohol causes,O,20471,1820492,1124.5,948.7,0.00%
Total,West Virginia,54,2005,2005,,,20780,1820492,1141.4,965.1,0.00%
,West Virginia,54,2006,2006,Drug-induced causes,D,378,1827912,20.7,21.2,0.00%
,West Virginia,54,2006,2006,Alcohol-induced causes,A,137,1827912,7.5,6.7,0.00%
,West Virginia,54,2006,2006,All other non-drug and non-alcohol causes,O,20157,1827912,1102.7,919.6,0.00%
Total,West Virginia,54,2006,2006,,,20672,1827912,1130.9,947.5,0.00%
,West Virginia,54,2007,2007,Drug-induced causes,D,405,1834052,22.1,22.9,0.00%
,West Virginia,54,2007,2007,Alcohol-induced causes,A,165,1834052,9,7.8,0.00%
,West Virginia,54,2007,2007,All other non-drug and non-alcohol causes,O,20516,1834052,1118.6,923.6,0.00%
Total,West Virginia,54,2007,2007,,,21086,1834052,1149.7,954.2,0.00%
,West Virginia,54,2008,2008,Drug-induced causes,D,468,1840310,25.4,26.2,0.00%
,West Virginia,54,2008,2008,Alcohol-induced causes,A,132,1840310,7.2,6.2,0.00%
,West Virginia,54,2008,2008,All other non-drug and non-alcohol causes,O,20957,1840310,1138.8,931.8,0.00%
Total,West Virginia,54,2008,2008,,,21557,1840310,1171.4,964.3,0.00%
,West Virginia,54,2009,2009,Drug-induced causes,D,235,1847775,12.7,12.9,0.00%
,West Virginia,54,2009,2009,Alcohol-induced causes,A,141,1847775,7.6,6.4,0.00%
,West Virginia,54,2009,2009,All other non-drug and non-alcohol causes,O,21010,1847775,1137,928.4,0.00%
Total,West Virginia,54,2009,2009,,,21386,1847775,1157.4,947.7,0.00%
,West Virginia,54,2010,2010,Drug-induced causes,D,520,1852994,28.1,29.3,0.00%
,West Virginia,54,2010,2010,Alcohol-induced causes,A,139,1852994,7.5,6.3,0.00%
,West Virginia,54,2010,2010,All other non-drug and non-alcohol causes,O,20616,1852994,1112.6,898,0.00%
Total,West Virginia,54,2010,2010,,,21275,1852994,1148.1,933.6,0.00%
,West Virginia,54,2011,2011,Drug-induced causes,D,645,1855364,34.8,36.8,0.00%
,West Virginia,54,2011,2011,Alcohol-induced causes,A,168,1855364,9.1,7.7,0.00%
,West Virginia,54,2011,2011,All other non-drug and non-alcohol causes,O,21054,1855364,1134.8,908.8,0.00%
Total,West Virginia,54,2011,2011,,,21867,1855364,1178.6,953.2,0.00%
,West Virginia,54,2012,2012,Drug-induced causes,D,576,1855413,31,32.9,0.00%
,West Virginia,54,2012,2012,Alcohol-induced causes,A,170,1855413,9.2,7.9,0.00%
,West Virginia,54,2012,2012,All other non-drug and non-alcohol causes,O,21169,1855413,1140.9,898.4,0.00%
Total,West Virginia,54,2012,2012,,,21915,1855413,1181.1,939.3,0.00%
,West Virginia,54,2013,2013,Drug-induced causes,D,583,1854304,31.4,32.9,0.00%
,West Virginia,54,2013,2013,Alcohol-induced causes,A,160,1854304,8.6,7.3,0.00%
,West Virginia,54,2013,2013,All other non-drug and non-alcohol causes,O,21100,1854304,1137.9,883.6,0.00%
Total,West Virginia,54,2013,2013,,,21843,1854304,1178,923.8,0.00%
,West Virginia,54,2014,2014,Drug-induced causes,D,646,1850326,34.9,36.4,0.00%
,West Virginia,54,2014,2014,Alcohol-induced causes,A,195,1850326,10.5,9.3,0.00%
,West Virginia,54,2014,2014,All other non-drug and non-alcohol causes,O,21345,1850326,1153.6,883.4,0.00%
Total,West Virginia,54,2014,2014,,,22186,1850326,1199,929.1,0.00%
,West Virginia,54,2015,2015,Drug-induced causes,D,750,1844128,40.7,42.9,0.00%
,West Virginia,54,2015,2015,Alcohol-induced causes,A,193,1844128,10.5,8.4,0.00%
,West Virginia,54,2015,2015,All other non-drug and non-alcohol causes,O,21809,1844128,1182.6,892.1,0.00%
Total,West Virginia,54,2015,2015,,,22752,1844128,1233.8,943.4,0.00%
,West Virginia,54,2016,2016,Drug-induced causes,D,912,1831102,49.8,53.7,0.00%
,West Virginia,54,2016,2016,Alcohol-induced causes,A,232,1831102,12.7,10.6,0.00%
,West Virginia,54,2016,2016,All other non-drug and non-alcohol causes,O,21588,1831102,1179,879.1,0.00%
Total,West Virginia,54,2016,2016,,,22732,1831102,1241.4,943.3,0.00%
,West Virginia,54,2017,2017,Drug-induced causes,D,1023,1815857,56.3,60.5,0.00%
,West Virginia,54,2017,2017,Alcohol-induced causes,A,264,1815857,14.5,11.6,0.00%
,West Virginia,54,2017,2017,All other non-drug and non-alcohol causes,O,21989,1815857,1210.9,885,0.00%
Total,West Virginia,54,2017,2017,,,23276,1815857,1281.8,957.1,0.00%
Total,West Virginia,54,,,,,409572,34785800,1177.4,960.3,0.90%
,Wisconsin,55,1999,1999,Drug-induced causes,D,237,5332666,4.4,4.4,0.00%
,Wisconsin,55,1999,1999,Alcohol-induced causes,A,356,5332666,6.7,6.7,0.00%
,Wisconsin,55,1999,1999,All other non-drug and non-alcohol causes,O,46079,5332666,864.1,820.4,0.10%
Total,Wisconsin,55,1999,1999,,,46672,5332666,875.2,831.5,0.10%
,Wisconsin,55,2000,2000,Drug-induced causes,D,278,5363675,5.2,5.2,0.00%
,Wisconsin,55,2000,2000,Alcohol-induced causes,A,395,5363675,7.4,7.3,0.00%
,Wisconsin,55,2000,2000,All other non-drug and non-alcohol causes,O,45788,5363675,853.7,807.6,0.10%
Total,Wisconsin,55,2000,2000,,,46461,5363675,866.2,820.1,0.10%
,Wisconsin,55,2001,2001,Drug-induced causes,D,297,5406835,5.5,5.4,0.00%
,Wisconsin,55,2001,2001,Alcohol-induced causes,A,391,5406835,7.2,7.1,0.00%
,Wisconsin,55,2001,2001,All other non-drug and non-alcohol causes,O,45940,5406835,849.7,800,0.10%
Total,Wisconsin,55,2001,2001,,,46628,5406835,862.4,812.5,0.10%
,Wisconsin,55,2002,2002,Drug-induced causes,D,364,5445162,6.7,6.6,0.00%
,Wisconsin,55,2002,2002,Alcohol-induced causes,A,380,5445162,7,6.8,0.00%
,Wisconsin,55,2002,2002,All other non-drug and non-alcohol causes,O,46237,5445162,849.1,792.6,0.10%
Total,Wisconsin,55,2002,2002,,,46981,5445162,862.8,806.1,0.10%
,Wisconsin,55,2003,2003,Drug-induced causes,D,433,5479203,7.9,7.9,0.00%
,Wisconsin,55,2003,2003,Alcohol-induced causes,A,417,5479203,7.6,7.3,0.00%
,Wisconsin,55,2003,2003,All other non-drug and non-alcohol causes,O,45327,5479203,827.3,764.9,0.10%
Total,Wisconsin,55,2003,2003,,,46177,5479203,842.8,780.1,0.10%
,Wisconsin,55,2004,2004,Drug-induced causes,D,483,5514026,8.8,8.6,0.00%
,Wisconsin,55,2004,2004,Alcohol-induced causes,A,417,5514026,7.6,7.2,0.00%
,Wisconsin,55,2004,2004,All other non-drug and non-alcohol causes,O,44700,5514026,810.7,744.2,0.10%
Total,Wisconsin,55,2004,2004,,,45600,5514026,827,760,0.10%
,Wisconsin,55,2005,2005,Drug-induced causes,D,561,5546166,10.1,10.1,0.00%
,Wisconsin,55,2005,2005,Alcohol-induced causes,A,468,5546166,8.4,7.9,0.00%
,Wisconsin,55,2005,2005,All other non-drug and non-alcohol causes,O,45680,5546166,823.6,747.9,0.10%
Total,Wisconsin,55,2005,2005,,,46709,5546166,842.2,765.9,0.10%
,Wisconsin,55,2006,2006,Drug-induced causes,D,642,5577655,11.5,11.5,0.00%
,Wisconsin,55,2006,2006,Alcohol-induced causes,A,424,5577655,7.6,7.1,0.00%
,Wisconsin,55,2006,2006,All other non-drug and non-alcohol causes,O,45087,5577655,808.4,726.8,0.10%
Total,Wisconsin,55,2006,2006,,,46153,5577655,827.5,745.3,0.10%
,Wisconsin,55,2007,2007,Drug-induced causes,D,639,5610775,11.4,11.4,0.00%
,Wisconsin,55,2007,2007,Alcohol-induced causes,A,489,5610775,8.7,7.9,0.00%
,Wisconsin,55,2007,2007,All other non-drug and non-alcohol causes,O,45113,5610775,804,714.9,0.10%
Total,Wisconsin,55,2007,2007,,,46241,5610775,824.1,734.2,0.10%
,Wisconsin,55,2008,2008,Drug-induced causes,D,622,5640996,11,10.9,0.00%
,Wisconsin,55,2008,2008,Alcohol-induced causes,A,463,5640996,8.2,7.4,0.00%
,Wisconsin,55,2008,2008,All other non-drug and non-alcohol causes,O,45730,5640996,810.7,712,0.10%
Total,Wisconsin,55,2008,2008,,,46815,5640996,829.9,730.3,0.10%
,Wisconsin,55,2009,2009,Drug-induced causes,D,641,5669264,11.3,11.1,0.00%
,Wisconsin,55,2009,2009,Alcohol-induced causes,A,469,5669264,8.3,7.3,0.00%
,Wisconsin,55,2009,2009,All other non-drug and non-alcohol causes,O,44587,5669264,786.5,684.6,0.10%
Total,Wisconsin,55,2009,2009,,,45697,5669264,806,703,0.10%
,Wisconsin,55,2010,2010,Drug-induced causes,D,635,5686986,11.2,11,0.00%
,Wisconsin,55,2010,2010,Alcohol-induced causes,A,500,5686986,8.8,7.8,0.00%
,Wisconsin,55,2010,2010,All other non-drug and non-alcohol causes,O,46173,5686986,811.9,700.2,0.10%
Total,Wisconsin,55,2010,2010,,,47308,5686986,831.9,719,0.10%
,Wisconsin,55,2011,2011,Drug-induced causes,D,712,5711767,12.5,12.3,0.00%
,Wisconsin,55,2011,2011,Alcohol-induced causes,A,506,5711767,8.9,7.8,0.00%
,Wisconsin,55,2011,2011,All other non-drug and non-alcohol causes,O,47192,5711767,826.2,701,0.10%
Total,Wisconsin,55,2011,2011,,,48410,5711767,847.5,721.1,0.10%
,Wisconsin,55,2012,2012,Drug-induced causes,D,714,5726398,12.5,12.6,0.00%
,Wisconsin,55,2012,2012,Alcohol-induced causes,A,557,5726398,9.7,8.6,0.00%
,Wisconsin,55,2012,2012,All other non-drug and non-alcohol causes,O,47113,5726398,822.7,686.6,0.10%
Total,Wisconsin,55,2012,2012,,,48384,5726398,844.9,707.8,0.10%
,Wisconsin,55,2013,2013,Drug-induced causes,D,874,5742713,15.2,15.3,0.00%
,Wisconsin,55,2013,2013,Alcohol-induced causes,A,584,5742713,10.2,8.9,0.00%
,Wisconsin,55,2013,2013,All other non-drug and non-alcohol causes,O,48568,5742713,845.7,695.9,0.10%
Total,Wisconsin,55,2013,2013,,,50026,5742713,871.1,720.1,0.10%
,Wisconsin,55,2014,2014,Drug-induced causes,D,874,5757564,15.2,15.4,0.00%
,Wisconsin,55,2014,2014,Alcohol-induced causes,A,630,5757564,10.9,9.3,0.00%
,Wisconsin,55,2014,2014,All other non-drug and non-alcohol causes,O,48787,5757564,847.4,687.4,0.10%
Total,Wisconsin,55,2014,2014,,,50291,5757564,873.5,712.1,0.10%
,Wisconsin,55,2015,2015,Drug-induced causes,D,894,5771337,15.5,15.7,0.00%
,Wisconsin,55,2015,2015,Alcohol-induced causes,A,638,5771337,11.1,9.3,0.00%
,Wisconsin,55,2015,2015,All other non-drug and non-alcohol causes,O,49732,5771337,861.7,690.9,0.10%
Total,Wisconsin,55,2015,2015,,,51264,5771337,888.3,715.9,0.10%
,Wisconsin,55,2016,2016,Drug-induced causes,D,1103,5778708,19.1,19.8,0.00%
,Wisconsin,55,2016,2016,Alcohol-induced causes,A,743,5778708,12.9,10.7,0.00%
,Wisconsin,55,2016,2016,All other non-drug and non-alcohol causes,O,49969,5778708,864.7,687.4,0.10%
Total,Wisconsin,55,2016,2016,,,51815,5778708,896.7,717.9,0.10%
,Wisconsin,55,2017,2017,Drug-induced causes,D,1205,5795483,20.8,21.6,0.00%
,Wisconsin,55,2017,2017,Alcohol-induced causes,A,780,5795483,13.5,11.2,0.00%
,Wisconsin,55,2017,2017,All other non-drug and non-alcohol causes,O,50696,5795483,874.8,689.2,0.10%
Total,Wisconsin,55,2017,2017,,,52681,5795483,909,722,0.10%
Total,Wisconsin,55,,,,,910313,106557379,854.3,745.4,1.90%
,Wyoming,56,1999,1999,Drug-induced causes,D,21,491780,4.3,4.3,0.00%
,Wyoming,56,1999,1999,Alcohol-induced causes,A,60,491780,12.2,12.1,0.00%
,Wyoming,56,1999,1999,All other non-drug and non-alcohol causes,O,3961,491780,805.4,879,0.00%
Total,Wyoming,56,1999,1999,,,4042,491780,821.9,895.4,0.00%
,Wyoming,56,2000,2000,Drug-induced causes,D,27,493782,5.5,5.7,0.00%
,Wyoming,56,2000,2000,Alcohol-induced causes,A,64,493782,13,12.6,0.00%
,Wyoming,56,2000,2000,All other non-drug and non-alcohol causes,O,3829,493782,775.4,833.4,0.00%
Total,Wyoming,56,2000,2000,,,3920,493782,793.9,851.8,0.00%
,Wyoming,56,2001,2001,Drug-induced causes,D,25,494657,5.1,5.1,0.00%
,Wyoming,56,2001,2001,Alcohol-induced causes,A,57,494657,11.5,11.1,0.00%
,Wyoming,56,2001,2001,All other non-drug and non-alcohol causes,O,3947,494657,797.9,842.6,0.00%
Total,Wyoming,56,2001,2001,,,4029,494657,814.5,858.8,0.00%
,Wyoming,56,2002,2002,Drug-induced causes,D,36,500017,7.2,7.4,0.00%
,Wyoming,56,2002,2002,Alcohol-induced causes,A,76,500017,15.2,14.5,0.00%
,Wyoming,56,2002,2002,All other non-drug and non-alcohol causes,O,4062,500017,812.4,856.4,0.00%
Total,Wyoming,56,2002,2002,,,4174,500017,834.8,878.2,0.00%
,Wyoming,56,2003,2003,Drug-induced causes,D,37,503453,7.3,7.3,0.00%
,Wyoming,56,2003,2003,Alcohol-induced causes,A,60,503453,11.9,11.4,0.00%
,Wyoming,56,2003,2003,All other non-drug and non-alcohol causes,O,4075,503453,809.4,839.1,0.00%
Total,Wyoming,56,2003,2003,,,4172,503453,828.7,857.7,0.00%
,Wyoming,56,2004,2004,Drug-induced causes,D,64,509106,12.6,12.7,0.00%
,Wyoming,56,2004,2004,Alcohol-induced causes,A,67,509106,13.2,12.2,0.00%
,Wyoming,56,2004,2004,All other non-drug and non-alcohol causes,O,3824,509106,751.1,770,0.00%
Total,Wyoming,56,2004,2004,,,3955,509106,776.9,794.8,0.00%
,Wyoming,56,2005,2005,Drug-induced causes,D,45,514157,8.8,8.4,0.00%
,Wyoming,56,2005,2005,Alcohol-induced causes,A,64,514157,12.4,11.6,0.00%
,Wyoming,56,2005,2005,All other non-drug and non-alcohol causes,O,3990,514157,776,786.5,0.00%
Total,Wyoming,56,2005,2005,,,4099,514157,797.2,806.5,0.00%
,Wyoming,56,2006,2006,Drug-induced causes,D,64,522667,12.2,12.1,0.00%
,Wyoming,56,2006,2006,Alcohol-induced causes,A,88,522667,16.8,15.6,0.00%
,Wyoming,56,2006,2006,All other non-drug and non-alcohol causes,O,4159,522667,795.7,803.3,0.00%
Total,Wyoming,56,2006,2006,,,4311,522667,824.8,831.1,0.00%
,Wyoming,56,2007,2007,Drug-induced causes,D,68,534876,12.7,13.1,0.00%
,Wyoming,56,2007,2007,Alcohol-induced causes,A,88,534876,16.5,15.2,0.00%
,Wyoming,56,2007,2007,All other non-drug and non-alcohol causes,O,4110,534876,768.4,778.1,0.00%
Total,Wyoming,56,2007,2007,,,4266,534876,797.6,806.5,0.00%
,Wyoming,56,2008,2008,Drug-induced causes,D,74,546043,13.6,14,0.00%
,Wyoming,56,2008,2008,Alcohol-induced causes,A,89,546043,16.3,15.3,0.00%
,Wyoming,56,2008,2008,All other non-drug and non-alcohol causes,O,4064,546043,744.3,749.6,0.00%
Total,Wyoming,56,2008,2008,,,4227,546043,774.1,778.9,0.00%
,Wyoming,56,2009,2009,Drug-induced causes,D,63,559851,11.3,11.5,0.00%
,Wyoming,56,2009,2009,Alcohol-induced causes,A,65,559851,11.6,10.5,0.00%
,Wyoming,56,2009,2009,All other non-drug and non-alcohol causes,O,4155,559851,742.2,747.6,0.00%
Total,Wyoming,56,2009,2009,,,4283,559851,765,769.6,0.00%
,Wyoming,56,2010,2010,Drug-induced causes,D,88,563626,15.6,15.5,0.00%
,Wyoming,56,2010,2010,Alcohol-induced causes,A,80,563626,14.2,13.5,0.00%
,Wyoming,56,2010,2010,All other non-drug and non-alcohol causes,O,4270,563626,757.6,749.8,0.00%
Total,Wyoming,56,2010,2010,,,4438,563626,787.4,778.8,0.00%
,Wyoming,56,2011,2011,Drug-induced causes,D,88,568158,15.5,15.7,0.00%
,Wyoming,56,2011,2011,Alcohol-induced causes,A,91,568158,16,15.3,0.00%
,Wyoming,56,2011,2011,All other non-drug and non-alcohol causes,O,4208,568158,740.6,723.6,0.00%
Total,Wyoming,56,2011,2011,,,4387,568158,772.1,754.6,0.00%
,Wyoming,56,2012,2012,Drug-induced causes,D,99,576412,17.2,16.9,0.00%
,Wyoming,56,2012,2012,Alcohol-induced causes,A,107,576412,18.6,17,0.00%
,Wyoming,56,2012,2012,All other non-drug and non-alcohol causes,O,4275,576412,741.7,714.3,0.00%
Total,Wyoming,56,2012,2012,,,4481,576412,777.4,748.3,0.00%
,Wyoming,56,2013,2013,Drug-induced causes,D,99,582658,17,17.4,0.00%
,Wyoming,56,2013,2013,Alcohol-induced causes,A,105,582658,18,16.3,0.00%
,Wyoming,56,2013,2013,All other non-drug and non-alcohol causes,O,4312,582658,740.1,697.9,0.00%
Total,Wyoming,56,2013,2013,,,4516,582658,775.1,731.7,0.00%
,Wyoming,56,2014,2014,Drug-induced causes,D,112,584153,19.2,19.9,0.00%
,Wyoming,56,2014,2014,Alcohol-induced causes,A,103,584153,17.6,16.7,0.00%
,Wyoming,56,2014,2014,All other non-drug and non-alcohol causes,O,4451,584153,762,705.8,0.00%
Total,Wyoming,56,2014,2014,,,4666,584153,798.8,742.4,0.00%
,Wyoming,56,2015,2015,Drug-induced causes,D,99,586107,16.9,16.8,0.00%
,Wyoming,56,2015,2015,Alcohol-induced causes,A,152,586107,25.9,24.4,0.00%
,Wyoming,56,2015,2015,All other non-drug and non-alcohol causes,O,4527,586107,772.4,707,0.00%
Total,Wyoming,56,2015,2015,,,4778,586107,815.2,748.3,0.00%
,Wyoming,56,2016,2016,Drug-induced causes,D,103,585501,17.6,18.3,0.00%
,Wyoming,56,2016,2016,Alcohol-induced causes,A,139,585501,23.7,22.2,0.00%
,Wyoming,56,2016,2016,All other non-drug and non-alcohol causes,O,4480,585501,765.2,680.5,0.00%
Total,Wyoming,56,2016,2016,,,4722,585501,806.5,720.9,0.00%
,Wyoming,56,2017,2017,Drug-induced causes,D,72,579315,12.4,12.7,0.00%
,Wyoming,56,2017,2017,Alcohol-induced causes,A,135,579315,23.3,20.3,0.00%
,Wyoming,56,2017,2017,All other non-drug and non-alcohol causes,O,4561,579315,787.3,681.6,0.00%
Total,Wyoming,56,2017,2017,,,4768,579315,823,714.5,0.00%
Total,Wyoming,56,,,,,82234,10296319,798.7,786.1,0.20%
Total,,,,,,,47728569,5761465567,828.4,778.8,100.00%
---,,,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2017",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Group By: State; Year; Drug/Alcohol Induced,,,,,,,,,,,
Show Totals: True,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
Standard Population: 2000 U.S. Std. Population,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: Nov 6, 2019 12:07:32 AM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,,,,,
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as",,,,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Nov 6, 2019 12:07:32 AM",,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision.,,,,,,,,,,,
2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,,,,,
3. The populations used to calculate standard age-adjusted rates are documented here: More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.,,,,,,,,,,,
4. The method used to calculate age-adjusted rates is documented here: More information:,,,,,,,,,,,
